% Al
%  Energy (wl)  n            
 5.05913384	-0.7138	3.6792
5.026522055	-0.73602	3.6738
2.358593662	-7.9839	6.5405
2.35148111	-8.0427	6.5379
2.344411327	-8.1271	6.554
2.337339863	-8.1861	6.5648
2.330354729	-8.2696	6.5794
2.323411221	-8.3745	6.6123
2.316508968	-8.4422	6.6126
2.309647604	-8.4985	6.6446
2.302826765	-8.5701	6.6496
2.296046094	-8.6765	6.6892
2.289305237	-8.7601	6.6938
2.282561821	-8.8194	6.7237
2.275899793	-8.9008	6.7407
2.269276539	-8.9646	6.7414
2.262691724	-9.0563	6.7584
2.256145012	-9.1492	6.7831
2.249636075	-9.2136	6.7874
2.243164586	-9.3148	6.8296
2.236730223	-9.4018	6.8409
2.230332668	-9.474	6.8442
2.223971605	-9.5613	6.8699
2.217646723	-9.6668	6.9066
2.211357715	-9.7081	6.8931
2.205104276	-9.8146	6.931
2.198886105	-9.9072	6.9626
2.192664126	-10.001	6.9719
2.186515819	-10.075	7.006
2.180401896	-10.187	7.021
2.174322069	-10.263	7.0412
2.168276053	-10.364	7.0777
2.162263568	-10.429	7.1014
2.156284336	-10.52	7.1241
2.15033808	-10.572	7.119
2.144424529	-10.675	7.1621
2.138543415	-10.789	7.1694
2.13269447	-10.892	7.21
2.126877432	-10.946	7.2139
2.12109204	-11.051	7.2565
2.115374128	-11.149	7.266
2.109651064	-11.225	7.3072
2.103958883	-11.336	7.3302
2.098297336	-11.417	7.35
2.092666177	-11.522	7.3888
2.087065162	-11.597	7.417
2.081494049	-11.677	7.4272
2.075952599	-11.79	7.4696
2.070440576	-11.899	7.4845
2.064957746	-11.949	7.5079
2.059503879	-12.105	7.5412
2.054078744	-12.155	7.5613
2.048682117	-12.229	7.5707
2.043347446	-12.324	7.62
2.038006986	-12.441	7.6445
2.032694369	-12.499	7.6807
2.027409376	-12.583	7.7121
2.022151795	-12.655	7.7353
2.016921412	-12.822	7.7902
2.011718015	-12.91	7.8248
2.006573873	-13.004	7.8509
2.001423662	-13.069	7.8772
1.996299821	-13.199	7.9496
1.991202149	-13.269	7.9916
1.986130445	-13.356	7.9967
1.981084511	-13.491	8.0468
1.976095646	-13.582	8.0704
1.971100507	-13.647	8.1166
1.966130558	-13.74	8.1478
1.961185609	-13.856	8.182
1.956296338	-13.931	8.2264
1.951400671	-14.035	8.2497
1.946529445	-14.138	8.294
1.941682479	-14.217	8.3015
1.936889849	-14.348	8.3586
1.932090711	-14.457	8.3981
1.927315296	-14.494	8.4189
1.92256343	-14.628	8.4787
1.917864603	-14.713	8.4988
1.913159168	-14.816	8.5444
1.908476765	-14.897	8.5748
1.903817226	-14.994	8.6242
1.899209476	-15.14	8.6535
1.894595025	-15.233	8.6678
1.890002942	-15.336	8.6264
1.885461739	-15.428	8.6849
1.88091377	-15.521	8.779
1.87638769	-15.607	8.8359
1.871911601	-15.741	8.9437
1.86742869	-15.808	8.9716
1.862995192	-15.889	8.9862
1.858554834	-16.036	9.0612
1.854135594	-16.119	9.0974
1.849764916	-16.205	9.1388
1.845387328	-16.362	9.1683
1.841030411	-16.383	9.1847
1.836721227	-16.499	9.3009
1.832405087	-16.638	9.3253
1.82813614	-16.717	9.3477
1.823860207	-16.807	9.3926
1.819630935	-16.907	9.4238
1.81539465	-16.988	9.4618
1.811204502	-17.11	9.5001
