 3.65215 0.318476 3.95774
 3.72808 0.304675 3.87198
 3.80558 0.291643 3.7878
 3.8847 0.279331 3.7052
 3.96546 0.267692 3.62416
 4.0479 0.256681 3.54465
 4.13205 0.246255 3.46665
 4.21796 0.236375 3.39014
 4.30564 0.227003 3.31509
 4.39516 0.218103 3.24148
 4.48653 0.209641 3.16927
 4.5798 0.201586 3.09843
 4.67501 0.193908 3.02893
 4.7722 0.186579 2.96075
 4.87141 0.179573 2.89385
 4.97269 0.172867 2.82819
 5.07607 0.166437 2.76375
 5.18159 0.160264 2.70049
 5.28932 0.154328 2.63837
 5.39928 0.148612 2.57737
 5.51153 0.143101 2.51744
 5.62611 0.13778 2.45856
 5.74307 0.132638 2.40069
 5.86246 0.127663 2.3438
 5.98434 0.122847 2.28785
