   8.0000000e-01   0.0000000e+00   2.0000000e-01
   1.0000000e+00   1.5900000e-02   0.0000000e+00
   1.0000000e+00   5.1000000e-02   3.5700000e-02
   1.0000000e+00   8.6200000e-02   7.1400000e-02
   1.0000000e+00   1.2130000e-01   1.0710000e-01
   1.0000000e+00   1.5650000e-01   1.4290000e-01
   1.0000000e+00   1.9160000e-01   1.7860000e-01
   1.0000000e+00   2.2680000e-01   2.1430000e-01
   1.0000000e+00   2.6190000e-01   2.5000000e-01
   1.0000000e+00   2.9710000e-01   2.8570000e-01
   1.0000000e+00   3.3220000e-01   3.2140000e-01
   1.0000000e+00   3.6730000e-01   3.5710000e-01
   1.0000000e+00   4.0250000e-01   3.9290000e-01
   1.0000000e+00   4.3760000e-01   4.2860000e-01
   1.0000000e+00   4.7280000e-01   4.6430000e-01
   1.0000000e+00   5.0790000e-01   5.0000000e-01
   1.0000000e+00   5.4310000e-01   5.3570000e-01
   1.0000000e+00   5.7820000e-01   5.7140000e-01
   1.0000000e+00   6.1340000e-01   6.0710000e-01
   1.0000000e+00   6.4850000e-01   6.4290000e-01
   1.0000000e+00   6.8370000e-01   6.7860000e-01
   1.0000000e+00   7.1880000e-01   7.1430000e-01
   1.0000000e+00   7.5400000e-01   7.5000000e-01
   1.0000000e+00   7.8910000e-01   7.8570000e-01
   1.0000000e+00   8.2430000e-01   8.2140000e-01
   1.0000000e+00   8.5940000e-01   8.5710000e-01
   1.0000000e+00   8.9460000e-01   8.9290000e-01
   1.0000000e+00   9.2970000e-01   9.2860000e-01
   1.0000000e+00   9.6490000e-01   9.6430000e-01
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   9.6550000e-01   9.6550000e-01   1.0000000e+00
   9.3100000e-01   9.3100000e-01   1.0000000e+00
   8.9660000e-01   8.9660000e-01   1.0000000e+00
   8.6210000e-01   8.6210000e-01   1.0000000e+00
   8.2760000e-01   8.2760000e-01   1.0000000e+00
   7.9310000e-01   7.9310000e-01   1.0000000e+00
   7.5860000e-01   7.5860000e-01   1.0000000e+00
   7.2410000e-01   7.2410000e-01   1.0000000e+00
   6.8970000e-01   6.8970000e-01   1.0000000e+00
   6.5520000e-01   6.5520000e-01   1.0000000e+00
   6.2070000e-01   6.2070000e-01   1.0000000e+00
   5.8620000e-01   5.8620000e-01   1.0000000e+00
   5.5170000e-01   5.5170000e-01   1.0000000e+00
   5.1720000e-01   5.1720000e-01   1.0000000e+00
   4.8280000e-01   4.8280000e-01   1.0000000e+00
   4.4830000e-01   4.4830000e-01   1.0000000e+00
   4.1380000e-01   4.1380000e-01   1.0000000e+00
   3.7930000e-01   3.7930000e-01   1.0000000e+00
   3.4480000e-01   3.4480000e-01   1.0000000e+00
   3.1030000e-01   3.1030000e-01   1.0000000e+00
   2.7590000e-01   2.7590000e-01   1.0000000e+00
   2.4140000e-01   2.4140000e-01   1.0000000e+00
   2.0690000e-01   2.0690000e-01   1.0000000e+00
   1.7240000e-01   1.7240000e-01   1.0000000e+00
   1.3790000e-01   1.3790000e-01   1.0000000e+00
   1.0340000e-01   1.0340000e-01   1.0000000e+00
   6.9000000e-02   6.9000000e-02   1.0000000e+00
   3.4500000e-02   3.4500000e-02   1.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+00
   7.8400000e-02   1.6860000e-01   5.4900000e-01
