   1.0000000e+00   4.6572447e-03   8.8904409e+00
   1.0200000e+00   4.4807175e-03   8.7077167e+00
   1.0400000e+00   4.3142887e-03   8.5318490e+00
   1.0600000e+00   4.1572038e-03   8.3624492e+00
   1.0800000e+00   4.0087772e-03   8.1991575e+00
   1.1000000e+00   3.8683855e-03   8.0416401e+00
   1.1200000e+00   3.7354600e-03   7.8895872e+00
   1.1400000e+00   3.6094819e-03   7.7427108e+00
   1.1600000e+00   3.4899763e-03   7.6007425e+00
   1.1800000e+00   3.3765086e-03   7.4634323e+00
   1.2000000e+00   3.2686798e-03   7.3305467e+00
   1.2200000e+00   3.1661236e-03   7.2018677e+00
   1.2400000e+00   3.0685028e-03   7.0771911e+00
   1.2600000e+00   2.9755069e-03   6.9563259e+00
   1.2800000e+00   2.8868493e-03   6.8390928e+00
   1.3000000e+00   2.8022655e-03   6.7253237e+00
   1.3200000e+00   2.7215107e-03   6.6148606e+00
   1.3400000e+00   2.6443584e-03   6.5075549e+00
   1.3600000e+00   2.5705984e-03   6.4032667e+00
   1.3800000e+00   2.5000359e-03   6.3018644e+00
   1.4000000e+00   2.4324897e-03   6.2032237e+00
   1.4200000e+00   2.3677915e-03   6.1072273e+00
   1.4400000e+00   2.3057843e-03   6.0137646e+00
   1.4600000e+00   2.2463221e-03   5.9227307e+00
   1.4800000e+00   2.1892685e-03   5.8340267e+00
   1.5000000e+00   2.1344962e-03   5.7475588e+00
   1.5200000e+00   2.0818863e-03   5.6632382e+00
   1.5400000e+00   2.0313274e-03   5.5809806e+00
   1.5600000e+00   1.9827154e-03   5.5007061e+00
   1.5800000e+00   1.9359525e-03   5.4223388e+00
   1.6000000e+00   1.8909473e-03   5.3458065e+00
   1.6200000e+00   1.8476138e-03   5.2710407e+00
   1.6400000e+00   1.8058713e-03   5.1979762e+00
   1.6600000e+00   1.7656438e-03   5.1265509e+00
   1.6800000e+00   1.7268600e-03   5.0567055e+00
   1.7000000e+00   1.6894526e-03   4.9883837e+00
   1.7200000e+00   1.6533584e-03   4.9215318e+00
   1.7400000e+00   1.6185176e-03   4.8560984e+00
   1.7600000e+00   1.5848739e-03   4.7920344e+00
   1.7800000e+00   1.5523742e-03   4.7292932e+00
   1.8000000e+00   1.5209681e-03   4.6678299e+00
   1.8200000e+00   1.4906084e-03   4.6076018e+00
   1.8400000e+00   1.4612499e-03   4.5485679e+00
   1.8600000e+00   1.4328504e-03   4.4906891e+00
   1.8800000e+00   1.4053695e-03   4.4339277e+00
   1.9000000e+00   1.3787691e-03   4.3782478e+00
   1.9200000e+00   1.3530130e-03   4.3236149e+00
   1.9400000e+00   1.3280671e-03   4.2699960e+00
   1.9600000e+00   1.3038988e-03   4.2173592e+00
   1.9800000e+00   1.2804771e-03   4.1656741e+00
   2.0000000e+00   1.2577728e-03   4.1149115e+00
   2.0200000e+00   1.2357580e-03   4.0650431e+00
   2.0400000e+00   1.2144061e-03   4.0160420e+00
   2.0600000e+00   1.1936919e-03   3.9678821e+00
   2.0800000e+00   1.1735915e-03   3.9205385e+00
   2.1000000e+00   1.1540820e-03   3.8739869e+00
   2.1200000e+00   1.1351415e-03   3.8282043e+00
   2.1400000e+00   1.1167494e-03   3.7831683e+00
   2.1600000e+00   1.0988858e-03   3.7388574e+00
   2.1800000e+00   1.0815318e-03   3.6952507e+00
   2.2000000e+00   1.0646696e-03   3.6523283e+00
   2.2200000e+00   1.0482818e-03   3.6100708e+00
   2.2400000e+00   1.0323521e-03   3.5684596e+00
   2.2600000e+00   1.0168648e-03   3.5274767e+00
   2.2800000e+00   1.0018049e-03   3.4871047e+00
   2.3000000e+00   9.8715816e-04   3.4473268e+00
   2.3200000e+00   9.7291078e-04   3.4081268e+00
   2.3400000e+00   9.5904971e-04   3.3694888e+00
   2.3600000e+00   9.4556243e-04   3.3313978e+00
   2.3800000e+00   9.3243694e-04   3.2938390e+00
   2.4000000e+00   9.1966178e-04   3.2567982e+00
   2.4200000e+00   9.0722596e-04   3.2202616e+00
   2.4400000e+00   8.9511895e-04   3.1842157e+00
   2.4600000e+00   8.8333068e-04   3.1486478e+00
   2.4800000e+00   8.7185147e-04   3.1135452e+00
   2.5000000e+00   8.6067209e-04   3.0788957e+00
   2.5200000e+00   8.4978365e-04   3.0446875e+00
   2.5400000e+00   8.3917765e-04   3.0109092e+00
   2.5600000e+00   8.2884594e-04   2.9775497e+00
   2.5800000e+00   8.1878069e-04   2.9445980e+00
   2.6000000e+00   8.0897441e-04   2.9120438e+00
   2.6200000e+00   7.9941990e-04   2.8798767e+00
   2.6400000e+00   7.9011027e-04   2.8480869e+00
   2.6600000e+00   7.8103890e-04   2.8166647e+00
   2.6800000e+00   7.7219944e-04   2.7856007e+00
   2.7000000e+00   7.6358580e-04   2.7548857e+00
   2.7200000e+00   7.5519215e-04   2.7245109e+00
   2.7400000e+00   7.4701288e-04   2.6944675e+00
   2.7600000e+00   7.3904263e-04   2.6647471e+00
   2.7800000e+00   7.3127624e-04   2.6353414e+00
   2.8000000e+00   7.2370878e-04   2.6062423e+00
   2.8200000e+00   7.1633553e-04   2.5774421e+00
   2.8400000e+00   7.0915195e-04   2.5489330e+00
   2.8600000e+00   7.0215370e-04   2.5207075e+00
   2.8800000e+00   6.9533663e-04   2.4927583e+00
   2.9000000e+00   6.8869677e-04   2.4650782e+00
   2.9200000e+00   6.8223031e-04   2.4376602e+00
   2.9400000e+00   6.7593364e-04   2.4104975e+00
   2.9600000e+00   6.6980328e-04   2.3835833e+00
   2.9800000e+00   6.6383592e-04   2.3569111e+00
   3.0000000e+00   6.5802843e-04   2.3304743e+00
   3.0200000e+00   6.5237779e-04   2.3042667e+00
   3.0400000e+00   6.4688116e-04   2.2782820e+00
   3.0600000e+00   6.4153584e-04   2.2525142e+00
   3.0800000e+00   6.3633927e-04   2.2269572e+00
   3.1000000e+00   6.3128902e-04   2.2016051e+00
   3.1200000e+00   6.2638282e-04   2.1764522e+00
   3.1400000e+00   6.2161852e-04   2.1514926e+00
   3.1600000e+00   6.1699411e-04   2.1267208e+00
   3.1800000e+00   6.1250771e-04   2.1021312e+00
   3.2000000e+00   6.0815759e-04   2.0777184e+00
   3.2200000e+00   6.0394213e-04   2.0534768e+00
   3.2400000e+00   5.9985985e-04   2.0294012e+00
